NAME,STREET,CITY,STATE,ZIP,NMCNTY,LAT,LON,NMCBSA,NMCSA
Shoreline-Monroe High School,16101  Greenwood AVE N,Shoreline,WA,98133,King County,47.74751,-122.358451,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Youth Re-Engagement,200 E Fremont,Monroe,WA,98272,Snohomish County,47.854459,-121.968838,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Beacon Avenue Elementary School,1717 East Beacon Avenue,Montesano,WA,98563,Grays Harbor County,46.984336,-123.580807,"Aberdeen, WA",N
Montesano Jr-Sr High,303 North Church,Montesano,WA,98563,Grays Harbor County,46.984213,-123.597675,"Aberdeen, WA",N
Simpson Avenue Elementary,519 West Simpson Avenue,Montesano,WA,98563,Grays Harbor County,46.985649,-123.606219,"Aberdeen, WA",N
Morton Elementary School,400 W MAIN AVE,MORTON,WA,98356,Lewis County,46.558481,-122.279041,"Centralia, WA","Seattle-Tacoma, WA"
Morton Junior-Senior High,152 WESTLAKE AVE,MORTON,WA,98356,Lewis County,46.552788,-122.272198,"Centralia, WA","Seattle-Tacoma, WA"
Chief Moses Middle School,1111 E NELSON ROAD,MOSES LAKE,WA,98837,Grant County,47.115311,-119.259046,"Moses Lake, WA","Moses Lake-Othello, WA"
Garden Heights Elementary,707 E NELSON ROAD,MOSES LAKE,WA,98837,Grant County,47.115816,-119.265449,"Moses Lake, WA","Moses Lake-Othello, WA"
Knolls Vista Elementary,454 W RIDGE ROAD,MOSES LAKE,WA,98837,Grant County,47.134661,-119.2857,"Moses Lake, WA","Moses Lake-Othello, WA"
Lakeview Terrace Elementary,780 S. CLOVER DRIVE,MOSES LAKE,WA,98837,Grant County,47.123971,-119.258442,"Moses Lake, WA","Moses Lake-Othello, WA"
Larson Heights Elementary,700 LINDBERG LANE,MOSES LAKE,WA,98837,Grant County,47.166735,-119.323212,"Moses Lake, WA","Moses Lake-Othello, WA"
Longview Elementary,9783 APPLE ROAD NE,MOSES LAKE,WA,98837,Grant County,47.151893,-119.282603,"Moses Lake, WA","Moses Lake-Othello, WA"
Moses Lake High School,803 E. SHARON AVE.,MOSES LAKE,WA,98837,Grant County,47.111943,-119.265826,"Moses Lake, WA","Moses Lake-Othello, WA"
North Elementary,1200 WEST CRAIG STREET,MOSES LAKE,WA,98837,Grant County,47.173183,-119.326887,"Moses Lake, WA","Moses Lake-Othello, WA"
Peninsula Elementary,2406 W. TEXAS STREET,MOSES LAKE,WA,98837,Grant County,47.106222,-119.304175,"Moses Lake, WA","Moses Lake-Othello, WA"
Midway Elementary,502 SOUTH C ST,MOSES LAKE,WA,98837,Grant County,47.119727,-119.290366,"Moses Lake, WA","Moses Lake-Othello, WA"
Frontier Middle School,517 WEST THIRD AVENUE,MOSES LAKE,WA,98837,Grant County,47.126959,-119.28336,"Moses Lake, WA","Moses Lake-Othello, WA"
Sage Point Elementary School,4000 Peninsula Drive,Moses Lake,WA,98837,Grant County,47.090225,-119.316815,"Moses Lake, WA","Moses Lake-Othello, WA"
Park Orchard Elementary School,417 N Paxson Drive,Moses Lake,WA,98837,Grant County,47.13376,-119.298181,"Moses Lake, WA","Moses Lake-Othello, WA"
Columbia Basin Technical Skills Center,900 E Yonezawa Blvd,Moses Lake,WA,98837,Grant County,47.104721,-119.264713,"Moses Lake, WA","Moses Lake-Othello, WA"
Skill Source Learning Center,309 E. 5th Ave.,Moses Lake,WA,98837,Grant County,47.129556,-119.273536,"Moses Lake, WA","Moses Lake-Othello, WA"
Endeavor Middle School,6527 Patton Blvd,Moses Lake,WA,98837,Grant County,47.182902,-119.321555,"Moses Lake, WA","Moses Lake-Othello, WA"
Mossyrock Elementary School,445 WILLIAMS ST,MOSSYROCK,WA,98564,Lewis County,46.531594,-122.485835,"Centralia, WA","Seattle-Tacoma, WA"
Mossyrock Jr./Sr. High School,295 WILLIAMS ST,MOSSYROCK,WA,98564,Lewis County,46.530479,-122.485904,"Centralia, WA","Seattle-Tacoma, WA"
Mossyrock Academy,545 Williams St,Mossyrock,WA,98564,Lewis County,46.530402,-122.485903,"Centralia, WA","Seattle-Tacoma, WA"
Harrah Elementary School,3851 Harrah Road,Harrah,WA,98933,Yakima County,46.406742,-120.543569,"Yakima, WA",N
White Swan High School,551 Signal Peak Road,White Swan,WA,98952,Yakima County,46.379397,-120.732138,"Yakima, WA",N
Mount Adams Middle School,541 Signal Peak Road,White Swan,WA,98952,Yakima County,46.378071,-120.731448,"Yakima, WA",N
American Academy,621 Signal Peak Rd.,White Swan,WA,98952,Yakima County,46.378994,-120.732246,"Yakima, WA",N
Acme Elementary,5200 TURKINGTON RD,ACME,WA,98220,Whatcom County,48.718818,-122.208651,"Bellingham, WA",N
Harmony Elementary,5060 SAND ROAD,BELLINGHAM,WA,98226,Whatcom County,48.823985,-122.331445,"Bellingham, WA",N
Mount Baker Senior High,4936 DEMING RD,DEMING,WA,98244,Whatcom County,48.825771,-122.220896,"Bellingham, WA",N
Mount Baker Junior High,4936 DEMING RD,DEMING,WA,98244,Whatcom County,48.82569,-122.220781,"Bellingham, WA",N
Kendall Elementary,7547 KENDALL RD,MAPLE FALLS,WA,98266,Whatcom County,48.915996,-122.141651,"Bellingham, WA",N
Educational Resource Center,4888 DEMING RD,DEMING,WA,98244,Whatcom County,48.825481,-122.22384,"Bellingham, WA",N
Mount Baker Academy,5200 Turkington RD,Acme,WA,98220,Whatcom County,48.718815,-122.208807,"Bellingham, WA",N
Mount Pleasant School,152 Marble Rd.,Washougal,WA,98671,Skamania County,45.56391,-122.23036,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
East Valley High School,1900 Beaudry Road,Yakima,WA,98901,Yakima County,46.57504,-120.405387,"Yakima, WA",N
East Valley Central Middle School,2010 BEAUDRY RD,YAKIMA,WA,98901,Yakima County,46.572654,-120.404634,"Yakima, WA",N
Moxee Elementary,528 E. Seattle Avenue,Moxee,WA,98936,Yakima County,46.550692,-120.381939,"Yakima, WA",N
Terrace Heights Elementary,101 N 41ST ST,Yakima,WA,98901,Yakima County,46.607168,-120.444186,"Yakima, WA",N
East Valley Elementary,1951 Beaudry Road,Yakima,WA,98901,Yakima County,46.575932,-120.402299,"Yakima, WA",N
Jefferson Elementary,1801 E Blackburn Rd,Mount Vernon,WA,98273,Skagit County,48.406917,-122.317816,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
La Venture Middle School,1200 LaVenture Rd,Mount Vernon,WA,98273,Skagit County,48.43079,-122.312007,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Lincoln Elementary School,1005 S 11th St,Mount Vernon,WA,98274,Skagit County,48.415301,-122.327891,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Madison Elementary,907 E Fir St,Mount Vernon,WA,98273,Skagit County,48.429103,-122.329014,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Mount Vernon High School,314 N 9th St,Mount Vernon,WA,98273,Skagit County,48.423352,-122.327092,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Washington Elementary School,1020 McLean Rd,Mount Vernon,WA,98273,Skagit County,48.420244,-122.348728,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Mount Vernon Special Ed,920 S 2nd St,Mount Vernon,WA,98273,Skagit County,48.41589,-122.337451,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Centennial Elementary School Mt Vernon,3100 Martin Rd,Mount Vernon,WA,98273,Skagit County,48.441801,-122.299872,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Little Mountain Elementary,1514 S LaVenture RD,Mount Vernon,WA,98274,Skagit County,48.411386,-122.312151,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Mount Baker Middle School,2310 E Section St,Mount Vernon,WA,98274,Skagit County,48.413075,-122.311942,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Skagit Family Learning Center MVSD,2101 Cleveland Ave,Mount Vernon,WA,98273,Skagit County,48.405633,-122.34027,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Northwest Career & Technical Academy,2205 W Campus Pl,Mount Vernon,WA,98273,Skagit County,48.438312,-122.312525,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Mount Vernon Open Doors,2405 E College Way,Mount Vernon,WA,98273,Skagit County,48.43736,-122.310281,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
Voyager Middle School,11711 4th Ave W,Everett,WA,98204,Snohomish County,47.891977,-122.237498,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Fairmount Elementary,11401 Beverly Park Rd,Everett,WA,98204,Snohomish County,47.894371,-122.269414,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Mariner High School,200 120th Street SW,Everett,WA,98204,Snohomish County,47.888265,-122.236135,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Olivia Park Elementary,200 108th St SW,Everett,WA,98204,Snohomish County,47.899331,-122.236559,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Olympic View Middle School,2602 Mukilteo Speedway,Mukilteo,WA,98275,Snohomish County,47.930466,-122.301766,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Serene Lake Elementary,4709 Picnic Point Rd,Edmonds,WA,98026,Snohomish County,47.872144,-122.297235,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Harbour Pointe Middle School,5000 Harbour Pointe Blvd,Mukilteo,WA,98275,Snohomish County,47.902856,-122.299536,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Kamiak High School,10801 Harbour Pointe Blvd,Mukilteo,WA,98275,Snohomish County,47.901718,-122.301922,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Endeavour Elementary,12300 Harbour Pointe Blvd,Mukilteo,WA,98275,Snohomish County,47.885151,-122.311755,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Mukilteo Elementary,2600 Mukilteo Speedway,Mukilteo,WA,98275,Snohomish County,47.933297,-122.302393,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Picnic Point Elementary,5819 140th St SW,Edmonds,WA,98026,Snohomish County,47.872343,-122.31348,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Explorer Middle School,9600 Sharon Drive,Everett,WA,98204,Snohomish County,47.911777,-122.247782,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
ACES High School,9700 Holly Drive,Everett,WA,98204,Snohomish County,47.910709,-122.244295,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sno-Isle Skills Center,9001 Airport Road,Everett,WA,98204,Snohomish County,47.917041,-122.270508,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Challenger Elementary,9600 Holly Drive,Everett,WA,98204,Snohomish County,47.911735,-122.243,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Discovery Elementary,11700 Meridian Ave S,Everett,WA,98208,Snohomish County,47.891924,-122.234451,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Columbia Elementary,10520 Harbour Pointe Blvd,Mukilteo,WA,98275,Snohomish County,47.902629,-122.304412,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Horizon Elementary,222 W Casino Rd,Everett,WA,98204,Snohomish County,47.92066,-122.236953,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Special Services,9600 Sharon Drive,Everett,WA,98204,Snohomish County,47.911725,-122.247769,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
ECEAP,3616 South Road,Mukilteo,WA,98275,Snohomish County,47.8831,-122.282691,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Odyssey Elementary,13025 17th Ave W,Everett,WA,98204,Snohomish County,47.879478,-122.253966,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lake Stickney Elementary School,1625 Madison Way,Lynnwood,WA,98087,Snohomish County,47.87062,-122.255721,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Pathfinder Kindergarten Center,11401 Beverly Park Road,Everett,WA,98204,Snohomish County,47.89462,-122.268991,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Mukilteo Reengagement Academy Open Doors,9401 Sharon Drive,Everett,WA,98204,Snohomish County,47.91165,-122.243661,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Naches Valley Middle School,32 Shafer Avenue,Naches,WA,98937,Yakima County,46.729134,-120.696823,"Yakima, WA",N
Naches Valley High School,101 W. Fifth Street,Naches,WA,98937,Yakima County,46.736121,-120.703382,"Yakima, WA",N
Naches Valley Elementary School,151 Bonlow Drive,Naches,WA,98937,Yakima County,46.723096,-120.684509,"Yakima, WA",N
Napavine Elementary,209 E. Park Street,NAPAVINE,WA,98565,Lewis County,46.578471,-122.905567,"Centralia, WA","Seattle-Tacoma, WA"
Napavine Jr Sr High School,404 4th Ave NE,NAPAVINE,WA,98565,Lewis County,46.577127,-122.903934,"Centralia, WA","Seattle-Tacoma, WA"
Naselle Elementary,793 SR 4,NASELLE,WA,98638,Pacific County,46.376891,-123.802203,N,N
Naselle Youth Camp School,11-S YOUTH CAMP LANE,NASELLE,WA,98638,Pacific County,46.393331,-123.825073,N,N
Naselle Jr Sr High Schools,793 SR 4,NASELLE,WA,98638,Pacific County,46.376868,-123.802183,N,N
Naselle Homelink,793 State Route 4,Naselle,WA,98638,Pacific County,46.376732,-123.801856,N,N
Nespelem Elementary,229 School House Loop,NESPELEM,WA,99155,Okanogan County,48.165508,-118.987405,N,N
Newport High School,1400 W. 5th Street,Newport,WA,99156,Pend Oreille County,48.177098,-117.062113,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Sadie Halstead Middle School,331 S. Calispel Avenue,Newport,WA,99156,Pend Oreille County,48.178782,-117.053256,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Stratton Elementary,1201 W. 5th Street,Newport,WA,99156,Pend Oreille County,48.176656,-117.056055,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Pend Oreille River School,1201 West 5th Street,Newport,WA,99156,Pend Oreille County,48.176687,-117.056063,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Lake Spokane Elementary,6015 Hwy 291,Nine Mile Falls,WA,99026,Stevens County,47.818254,-117.584585,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Nine Mile Falls Elementary,10102 W. Charles Rd,Nine Mile Falls,WA,99026,Spokane County,47.7797,-117.551033,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Lakeside High School,5909 Hwy 291,Nine Mile Falls,WA,99026,Stevens County,47.809088,-117.558724,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Lakeside Middle School,6169 Highway 291,Nine Mile Falls,WA,99026,Stevens County,47.829063,-117.599485,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Re-Engagement School (Nine Mile Falls),5909 Highway 291,Nine Mile Falls,WA,99026,Stevens County,47.809088,-117.558724,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Nooksack Valley Middle School,404 W. Columbia St.,Everson,WA,98247,Whatcom County,48.920638,-122.327358,"Bellingham, WA",N
Nooksack Valley High School,3326 East Badger Road,Everson,WA,98247,Whatcom County,48.964666,-122.307397,"Bellingham, WA",N
Sumas Elementary,1024 Lawson Street,Sumas,WA,98295,Whatcom County,48.994064,-122.259611,"Bellingham, WA",N
Everson Elementary,216 Everson Goshen Rd.,Everson,WA,98247,Whatcom County,48.909636,-122.360317,"Bellingham, WA",N
Nooksack Elementary,3333 Breckenridge Rd.,Everson,WA,98247,Whatcom County,48.926256,-122.307223,"Bellingham, WA",N
Nooksack Valley Special Services,3326 E. Badger Road,Everson,WA,98247,Whatcom County,48.964677,-122.307389,"Bellingham, WA",N
North Beach Senior High School,336 State Route 115,Ocean Shores,WA,98569,Grays Harbor County,47.019175,-124.15839,"Aberdeen, WA",N
Ocean Shores Elementary,300 Mt. Olympus Way,Ocean Shores,WA,98569,Grays Harbor County,46.978322,-124.155385,"Aberdeen, WA",N
Pacific Beach Elementary School,11 Fourth Street,Pacific Beach,WA,98571,Grays Harbor County,47.208379,-124.199736,"Aberdeen, WA",N
North Beach Junior High School,336 State Route 109,Ocean Shores,WA,98569,Grays Harbor County,47.019198,-124.158395,"Aberdeen, WA",N
Basin City Elem,303 Bailie Boulevard,Mesa,WA,99343,Franklin County,46.595322,-119.153482,"Kennewick-Richland, WA",N
Connell Elem,1001 W. Clark St,Connell,WA,99326,Franklin County,46.66478,-118.869671,"Kennewick-Richland, WA",N
Connell High School,1100 W. Clark St.,Connell,WA,99326,Franklin County,46.662227,-118.872644,"Kennewick-Richland, WA",N
Mesa Elem,200 Pepiot Road,Mesa,WA,99343,Franklin County,46.57532,-119.00163,"Kennewick-Richland, WA",N
Robert L Olds Junior High School,1100 W. Clark St.,Connell,WA,99326,Franklin County,46.662577,-118.870481,"Kennewick-Richland, WA",N
Palouse Junction High School,110 N. Chelan,Connell,WA,99326,Franklin County,46.660758,-118.857159,"Kennewick-Richland, WA",N
North Franklin Virtual Academy,1100 W. Clark,Connell,WA,99326,Franklin County,46.663425,-118.875459,"Kennewick-Richland, WA",N
Connell Preschool,1100 W. Clark St.,Connell,WA,99326,Franklin County,46.662227,-118.872644,"Kennewick-Richland, WA",N
CRCC-Open Doors,1301 N Ephrata,Connell,WA,99326,Franklin County,46.680911,-118.850989,"Kennewick-Richland, WA",N
Poulsbo Middle School,2003 NE Hostmark St,Poulsbo,WA,98370,Kitsap County,47.732622,-122.623315,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
North Kitsap High School,1780 NE Hostmark St,Poulsbo,WA,98370,Kitsap County,47.734379,-122.625537,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Hilder Pearson Elementary,15650 Central Valley Rd NW,Poulsbo,WA,98370,Kitsap County,47.7046,-122.654021,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Poulsbo Elementary School,18531 Noll Rd NE,Poulsbo,WA,98370,Kitsap County,47.73065,-122.618757,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Suquamish Elementary School,18950 Park Ave NE,Suquamish,WA,98392,Kitsap County,47.73465,-122.5567,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
David Wolfle Elementary,27089 Highland Rd NE,Kingston,WA,98346,Kitsap County,47.807445,-122.553357,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Vinland Elementary,22104 Rhododendron Ln NW,Poulsbo,WA,98370,Kitsap County,47.763809,-122.674231,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Richard Gordon Elementary,26331 Barber Cut Off Rd NE,Kingston,WA,98346,Kitsap County,47.802604,-122.516676,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Kingston Middle School,9000 W Kingston Rd,Kingston,WA,98346,Kitsap County,47.795866,-122.526041,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Special Programs,18360 Caldart Ave NE,Poulsbo,WA,98370,Kitsap County,47.732939,-122.622295,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Pal Program,25800 Siyaya Ave NE,Kingston,WA,98346,Kitsap County,47.796481,-122.516407,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Middle School Options,26331 Barber Cut Off Rd NE,Kingston,WA,98346,Kitsap County,47.799419,-122.520959,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Kingston High School,26201 Siyaya Avenue NE,Kingston,WA,98346,Kitsap County,47.799979,-122.520247,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
Belfair Elementary,NE 22900 Hwy 3,Belfair,WA,98528,Mason County,47.438877,-122.834058,"Shelton, WA","Seattle-Tacoma, WA"
North Mason Senior High School,150 E North Mason School Road,Belfair,WA,98528,Mason County,47.413467,-122.841348,"Shelton, WA","Seattle-Tacoma, WA"
Hawkins Middle School,300 E. Campus Dr.,Belfair,WA,98528,Mason County,47.414781,-122.843275,"Shelton, WA","Seattle-Tacoma, WA"
Sand Hill Elementary,NE 791 Sand Hill Rd.,Belfair,WA,98528,Mason County,47.458601,-122.84639,"Shelton, WA","Seattle-Tacoma, WA"
James A. Taylor High School,90 E North Mason School Road,Belfair,WA,98528,Mason County,47.41641,-122.843941,"Shelton, WA","Seattle-Tacoma, WA"
North Mason Homelink Program,90 E North Mason School Road,Belfair,WA,98528,Mason County,47.41641,-122.843941,"Shelton, WA","Seattle-Tacoma, WA"
North River School,2867 North River Rd,Cosmopolis,WA,98537,Pacific County,46.77602,-123.484571,N,N
Horizons Elementary,4601 67th Ave SE,Lacey,WA,98513,Thurston County,46.985821,-122.823095,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Komachin Middle School,3650 College St SE,Lacey,WA,98503,Thurston County,47.015374,-122.8219,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Chinook Middle School,4301 6th Ave NE,Lacey,WA,98516,Thurston County,47.05321,-122.826934,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Evergreen Forest Elementary,3025 Marvin Rd SE,Lacey,WA,98503,Thurston County,47.019484,-122.759461,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Lacey Elementary,1800 Homann Dr SE,Lacey,WA,98503,Thurston County,47.029526,-122.803147,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Lakes Elementary School,6211 Mullen Rd SE,Lacey,WA,98503,Thurston County,47.005059,-122.800758,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Lydia Hawk Elementary,7600 5th Ave SE,Lacey,WA,98503,Thurston County,47.047561,-122.777455,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Mountain View Elementary,1900 College St SE,Lacey,WA,98503,Thurston County,47.028761,-122.822423,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Nisqually Middle School,8100 Steilacoom Rd SE,Lacey,WA,98503,Thurston County,47.047818,-122.76711,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
North Thurston High School,600 Sleater Kinney Rd NE,Lacey,WA,98506,Thurston County,47.051956,-122.83241,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Olympic View Elementary,1330 Horne Ave NE,Lacey,WA,98516,Thurston County,47.058957,-122.778744,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
South Bay Elementary,3845 Sleater Kinney Rd NE,Lacey,WA,98506,Thurston County,47.085017,-122.834738,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Timberline High School,6120 Mullen Rd SE,Lacey,WA,98503,Thurston County,47.008121,-122.800583,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
River Ridge High School,350 River Ridge Drive SE,Lacey,WA,98513,Thurston County,47.056063,-122.751945,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Woodland Elementary,4630 Carpenter Rd SE,Lacey,WA,98503,Thurston County,47.005611,-122.778431,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Meadows Elementary,836 Deerbrush Dr SE,Lacey,WA,98513,Thurston County,47.047369,-122.739907,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Pleasant Glade Elementary,1920 Abernethy Rd NE,Lacey,WA,98516,Thurston County,47.062292,-122.825338,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
South Sound High School,411 College St NE,Lacey,WA,98516,Thurston County,47.052508,-122.824258,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Seven Oaks Elementary,1800 Seven Oaks Dr SE,Lacey,WA,98503,Thurston County,47.028365,-122.771613,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Aspire Middle School,5900 54th Ave SE,Lacey,WA,98513,Thurston County,47.001012,-122.805352,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Chambers Prairie Elementary School,6501 Virginia St SE,Lacey,WA,98513,Thurston County,46.991495,-122.805929,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Salish Middle School,8605 Campus Glen Dr NE,Lacey,WA,98516,Thurston County,47.081094,-122.757502,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Northport Elementary School,404 10th Street,Northport,WA,99157,Stevens County,48.911962,-117.789212,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Northport High School,404 10th Street,Northport,WA,99157,Stevens County,48.911555,-117.789882,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Northport Homelink Program,402 10th Street,Northport,WA,99157,Stevens County,48.911962,-117.789212,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Skyview Middle School,21404 35 AV SE,Bothell,WA,98021,Snohomish County,47.803227,-122.190258,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Arrowhead Elementary,6725 NE Arrowhead DR,Kenmore,WA,98028,King County,47.7373,-122.251522,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Bothell High School,9130 NE 180 ST,Bothell,WA,98011,King County,47.760596,-122.219098,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
C O Sorenson,19705 88 AV NE,Bothell,WA,98011,King County,47.77097,-122.224321,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Canyon Creek Elementary,21400 35 AV SE,Bothell,WA,98021,Snohomish County,47.804821,-122.187386,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Canyon Park Middle School,23723 23 AV SE,Bothell,WA,98021,Snohomish County,47.782867,-122.200939,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Cottage Lake Elementary,15940 Avondale RD NE,Woodinville,WA,98077,King County,47.744487,-122.078995,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Crystal Springs Elementary,21615 9 AV SE,Bothell,WA,98021,Snohomish County,47.801176,-122.220078,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Inglemoor HS,15500 Simonds RD NE,Kenmore,WA,98028,King County,47.740651,-122.222533,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Kenmore Elementary,19121 71 AV NE,Kenmore,WA,98028,King County,47.767914,-122.24582,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Kenmore Middle School,20323 66 AV NE,Kenmore,WA,98028,King County,47.77625,-122.25432,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Leota Middle School,19301 168 AV NE,Woodinville,WA,98072,King County,47.767734,-122.116759,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lockwood Elementary,24118 Lockwood RD,Bothell,WA,98021,Snohomish County,47.778583,-122.255374,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Maywood Hills Elementary,19510 104 AV NE,Bothell,WA,98011,King County,47.769616,-122.197709,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Moorlands Elementary,15115 84 AV NE,Kenmore,WA,98028,King County,47.738713,-122.230805,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
