NAME,STREET,CITY,STATE,ZIP,NMCNTY,LAT,LON,NMCBSA,NMCSA
Island Juvenile Detention Education Program,501 S Main St,Coupeville,WA,98239,Island County,48.206874,-122.685366,"Oak Harbor, WA","Seattle-Tacoma, WA"
ICCF Ed Program,501 N Main St,Coupeville,WA,98239,Island County,48.21731,-122.68563,"Oak Harbor, WA","Seattle-Tacoma, WA"
Open Den,501 South Main,Coupeville,WA,98239,Island County,48.206754,-122.684785,"Oak Harbor, WA","Seattle-Tacoma, WA"
Crescent School,50350 Hwy 112,Port Angeles,WA,98363,Clallam County,48.136192,-123.746459,"Port Angeles, WA",N
HomeConnection,385 Obrien Rd,Port Angeles,WA,98362,Clallam County,48.090786,-123.300081,"Port Angeles, WA",N
Creston Elementary,485 SE E Street,Creston,WA,99117,Lincoln County,47.755146,-118.519992,N,N
Creston Jr-Sr High School,485 SE E Street,Creston,WA,99117,Lincoln County,47.754879,-118.520094,N,N
Curlew Elem & High School,47 Curlew School Rd,Curlew,WA,99118,Ferry County,48.874367,-118.604164,N,N
Curlew Parent Partner,47 Curlew School Rd,Curlew,WA,99118,Ferry County,48.87441,-118.604464,N,N
Bess Herian Elementary,305 MONUMENTAL WAY,CUSICK,WA,99119,Pend Oreille County,48.33707,-117.298875,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Cusick Jr Sr High School,305 MONUMENTAL WAY,CUSICK,WA,99119,Pend Oreille County,48.337027,-117.298847,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Damman Elementary,41 MANASTASH RD,ELLENSBURG,WA,98926,Kittitas County,46.970285,-120.570709,"Ellensburg, WA",N
Darrington Elementary School,1075 FIR STREET,DARRINGTON,WA,98241,Snohomish County,48.247546,-121.601639,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Darrington Sr High School,1085 FIR STREET,DARRINGTON,WA,98241,Snohomish County,48.247498,-121.602946,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Davenport Elementary,601 WASHINGTON STREET,DAVENPORT,WA,99122,Lincoln County,47.648754,-118.150632,N,N
Davenport Senior High School,801 7TH STREET,DAVENPORT,WA,99122,Lincoln County,47.651475,-118.150178,N,N
Dayton Elementary School,302 E Park,Dayton,WA,99328,Columbia County,46.317288,-117.9754,"Walla Walla, WA",N
Dayton High School,614 S Third Street,Dayton,WA,99328,Columbia County,46.316239,-117.97434,"Walla Walla, WA",N
Dayton Middle School,609 S Second Street,Dayton,WA,99328,Columbia County,46.316706,-117.975102,"Walla Walla, WA",N
Arcadia Elementary,"E. 1120 ""D"" Street",Deer Park,WA,99006,Spokane County,47.950085,-117.458097,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Deer Park Elementary,"E. 1500 ""D"" Street",Deer Park,WA,99006,Spokane County,47.950145,-117.453556,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Deer Park Middle School,S. 347 Colville Ave.,Deer Park,WA,99006,Spokane County,47.950262,-117.468089,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Deer Park High School,S. 800 Weber Road,Deer Park,WA,99006,Spokane County,47.946205,-117.456946,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Deer Park Home Link Program,N. 428 Main Street,Deer Park,WA,99006,Spokane County,47.958689,-117.476102,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
BIRTH TO 2 PRESCHOOL,428 N. Main,Deer Park,WA,99006,Spokane County,47.958688,-117.476103,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Deer Park Early Learning Center,"1406 E. ""D"" Street",Deer Park,WA,99006,Spokane County,47.950497,-117.455587,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Lake Tapps Elementary,1320 178th Avenue E.,Lake Tapps,WA,98391,Pierce County,47.245882,-122.193695,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
North Tapps Middle School,20029 12th Street E.,Lake Tapps,WA,98391,Pierce County,47.248682,-122.161006,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Dieringer Heights Elementary,21727 34th Street E.,Lake Tapps,WA,98391,Pierce County,47.227379,-122.136921,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Dixie Elementary School,10520 E. Hwy. 12,DIXIE,WA,99329,Walla Walla County,46.141838,-118.149722,"Walla Walla, WA",N
East Valley High School,15711 E Wellesley Ave,Spokane Valley,WA,99216,Spokane County,47.702593,-117.194266,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Otis Orchards School,22000 E WELLESLEY AVE,OTIS ORCHARDS,WA,99027,Spokane County,47.699477,-117.11009,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Trent School,3303 N PINES RD,SPOKANE VALLEY,WA,99206,Spokane County,47.686957,-117.24047,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Trentwood School,14701 E WELLESLEY AVE,SPOKANE VALLEY,WA,99216,Spokane County,47.701043,-117.207907,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
East Farms School,26203 E Rowan,Newman Lake,WA,99025,Spokane County,47.708086,-117.054239,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Continuous Curriculum School,16924 E WELLESLEY AVE,SPOKANE VALLEY,WA,99216,Spokane County,47.699796,-117.177121,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Children First,3808 N SULLIVAN RD BLDG,SPOKANE VALLEY,WA,99216,Spokane County,47.690813,-117.196159,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
East Valley Middle School,4920 N Progress Rd,Spokane Valley,WA,99216,Spokane County,47.70239,-117.199671,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
EV Online,3830 N Sullivan Rd Bldg 1,Spokane Valley,WA,99216,Spokane County,47.69237,-117.195511,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
EV Parent Partnership,12325 E Grace Ave,Spokane Valley,WA,99216,Spokane County,47.68466,-117.238351,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Cascade Elementary,2330 N. Baker Ave.,East Wenatchee,WA,98802,Douglas County,47.443729,-120.293461,"Wenatchee, WA",N
Eastmont Senior High,955 3rd Street NE,East Wenatchee,WA,98802,Douglas County,47.411068,-120.272924,"Wenatchee, WA",N
Grant Elementary School,1430 SE 1st Street,East Wenatchee,WA,98802,Douglas County,47.403493,-120.264144,"Wenatchee, WA",N
Kenroy Elementary,601 N. Jonathan Ave.,East Wenatchee,WA,98802,Douglas County,47.414002,-120.264591,"Wenatchee, WA",N
Robert E Lee Elementary,1455 N. Baker Ave.,East Wenatchee,WA,98802,Douglas County,47.42716,-120.291233,"Wenatchee, WA",N
Rock Island Elementary,5645 Rock Island Road,Rock Island,WA,98850,Douglas County,47.377395,-120.155263,"Wenatchee, WA",N
Eastmont Junior High,905 NE 8th Street,East Wenatchee,WA,98802,Douglas County,47.41794,-120.273404,"Wenatchee, WA",N
Sterling Intermediate School,600 N. James Ave.,East Wenatchee,WA,98802,Douglas County,47.41454,-120.271028,"Wenatchee, WA",N
Canyon View Group Home,260 N. Georgia,East Wenatchee,WA,98802,Douglas County,47.40875,-120.277615,"Wenatchee, WA",N
Clovis Point,1855 4th St SE,East Wenatchee,WA,98802,Douglas County,47.399695,-120.25601,"Wenatchee, WA",N
Special Education Pre-School,955 3rd St. NE,East Wenatchee,WA,98802,Douglas County,47.41129,-120.273921,"Wenatchee, WA",N
Eastmont Columbia Virtual Academy,955 3rd ST NE,EAST WENATCHEE,WA,98802,Douglas County,47.41129,-120.273921,"Wenatchee, WA",N
Easton School,1893 RAILROAD STREET,EASTON,WA,98925,Kittitas County,47.236652,-121.176769,"Ellensburg, WA",N
Easton Secondary School,1893 Railroad Street,Easton,WA,98925,Kittitas County,47.236699,-121.176929,"Ellensburg, WA",N
Columbia Crest A-STEM Academy,24503 State Route 706 E,Ashford,WA,98304,Pierce County,46.754167,-122.109658,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Eatonville Elementary School,209 Lynch Creek Rd,Eatonville,WA,98328,Pierce County,46.869998,-122.263716,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Eatonville High School,302 Mashell Ave N,Eatonville,WA,98328,Pierce County,46.87116,-122.267462,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Weyerhaeuser Elementary,6105 365TH ST E,Eatonville,WA,98328,Pierce County,46.925074,-122.349573,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Eatonville Middle School,207 Carter St E,Eatonville,WA,98328,Pierce County,46.868469,-122.263005,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Eatonville Developmental Pre-School,213 Rainier Ave N,Eatonville,WA,98328,Pierce County,46.869416,-122.267782,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Mt. Rainier Parent Partnership,209 Lynch Creek Rd.,Eatonville,WA,98328,Pierce County,46.87,-122.263865,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
New Beginnings,200 Lynch St. W,Eatonville,WA,98328,Pierce County,46.870731,-122.268455,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Alderwood Middle School,1132 172nd St SW,LYNNWOOD,WA,98037,Snohomish County,47.84048,-122.247911,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Beverly Elementary,5221 168th St SW,Lynnwood,WA,98037,Snohomish County,47.847467,-122.305025,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Brier Elementary,3625 232ND ST SW,BRIER,WA,98036,Snohomish County,47.788711,-122.282061,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Brier Terrace Middle School,22200 BRIER ROAD,BRIER,WA,98036,Snohomish County,47.79822,-122.277037,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Cedar Valley Community School,19200 56TH AVE W,LYNNWOOD,WA,98036,Snohomish County,47.823461,-122.308407,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Cedar Way Elementary,22222 39TH AVE W,MTLK TERRACE,WA,98043,Snohomish County,47.796755,-122.288164,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Chase Lake Elementary,21603 84TH AVE W,EDMONDS,WA,98020,Snohomish County,47.803205,-122.344986,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
College Place Elementary,20401 76TH AVE W,LYNNWOOD,WA,98036,Snohomish County,47.813497,-122.334521,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
College Place Middle School,7501 208TH ST SW,LYNNWOOD,WA,98036,Snohomish County,47.811459,-122.334694,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Scriber Lake High School,23200 100th AVE W,Edmonds,WA,98020,Snohomish County,47.785755,-122.367717,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Hazelwood Elementary,3300 204TH ST SW,LYNNWOOD,WA,98036,Snohomish County,47.813056,-122.276853,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Hilltop Elementary,20425 DAMSON ROAD,LYNNWOOD,WA,98036,Snohomish County,47.812568,-122.242486,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lynndale Elementary,9521 240TH ST SW,EDMONDS,WA,98020,Snohomish County,47.782384,-122.360566,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lynnwood Elementary,20000 28th Ave W,LYNNWOOD,WA,98036,Snohomish County,47.81672,-122.272701,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lynnwood High School,18218 NORTH RD,BOTHELL,WA,98012,Snohomish County,47.834587,-122.273781,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Madrona Nongraded,9300 236TH ST SW,EDMONDS,WA,98020,Snohomish County,47.784257,-122.357146,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Maplewood Center,20100 84TH AVE W,EDMONDS,WA,98020,Snohomish County,47.816911,-122.347774,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Meadowdale Elementary,6505 168TH ST SW,LYNNWOOD,WA,98037,Snohomish County,47.847364,-122.321506,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Meadowdale Middle School,6500 168TH ST SW,LYNNWOOD,WA,98037,Snohomish County,47.845722,-122.320798,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Meadowdale High School,6002 168TH ST SW,LYNNWOOD,WA,98037,Snohomish County,47.845195,-122.314046,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Mountlake Terrace Elementary,9521 240th ST SW,EDMONDS,WA,98020,Snohomish County,47.782503,-122.36055,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Mountlake Terrace High School,21801 44TH AVE W,MTLK TERRACE,WA,98043,Snohomish County,47.801615,-122.288181,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Oak Heights Elementary,15500 18TH AVE W,LYNNWOOD,WA,98037,Snohomish County,47.858312,-122.258664,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Seaview Elementary,8426 188TH ST SW,EDMONDS,WA,98026,Snohomish County,47.8277,-122.348135,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sherwood Elementary,22901 106TH AVE W,EDMONDS,WA,98020,Snohomish County,47.790318,-122.374167,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Spruce Elementary,17405 42ND AVE W,LYNNWOOD,WA,98037,Snohomish County,47.840381,-122.286755,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Westgate Elementary,9601 220TH ST SW,EDMONDS,WA,98020,Snohomish County,47.798987,-122.362394,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Challenge Elementary,5409 228TH ST SW,MTLK TERRACE,WA,98043,Snohomish County,47.792903,-122.307031,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Martha Lake Elementary,17500 LARCH WAY,LYNNWOOD,WA,98037,Snohomish County,47.839429,-122.248173,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Edmonds eLearning Academy,7501 208th St SW,LYNNWOOD,WA,98036,Snohomish County,47.81087,-122.334701,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Unassigned School,20420 68TH AVE W,LYNNWOOD,WA,98036,Snohomish County,47.813536,-122.326119,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Terrace Park Elementary,5409 228TH ST SW,MTLK TERRACE,WA,98043,Snohomish County,47.792941,-122.307003,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Edmonds Elementary,1215 OLYMPIC AVENUE,EDMONDS,WA,98020,Snohomish County,47.820119,-122.363371,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Early Childhood Center,19400 56TH AVE W,LYNNWOOD,WA,98036,Snohomish County,47.822074,-122.308756,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Maplewood Parent Coop,8500 200TH ST SW,EDMONDS,WA,98026,Snohomish County,47.817112,-122.348776,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Edmonds Woodway High School,7600  212TH STREET SW,EDMONDS,WA,98026,Snohomish County,47.806013,-122.336861,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Contracted Schools,20420 68TH AVE W,LYNNWOOD,WA,98036,Snohomish County,47.813465,-122.326116,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Edmonds Heights K-12,23200 100th Ave W,Edmonds,WA,98020,Snohomish County,47.786461,-122.36866,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Edmonds Career Access Program,20000 68th Ave W,Lynnwood,WA,98036,Snohomish County,47.81683,-122.327691,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Ellensburg High School,1203 E Capitol,Ellensburg,WA,98926,Kittitas County,46.993088,-120.527816,"Ellensburg, WA",N
Lincoln Elementary,200 S. Sampson,Ellensburg,WA,98926,Kittitas County,46.990832,-120.539821,"Ellensburg, WA",N
Morgan Middle School,400 E First,Ellensburg,WA,98926,Kittitas County,46.991899,-120.543361,"Ellensburg, WA",N
Mt. Stuart Elementary,705 W. 15th,Ellensburg,WA,98926,Kittitas County,47.008359,-120.559184,"Ellensburg, WA",N
Valley View Elementary School,1508 E 3rd,Ellensburg,WA,98936,Kittitas County,46.994116,-120.522227,"Ellensburg, WA",N
Ellensburg Developmental Preschool,400 E University Way,Ellensburg,WA,98926,Kittitas County,46.999996,-120.543868,"Ellensburg, WA",N
K-12 Ellensburg Learning Center,210 Ruby Street,Ellensburg,WA,98926,Kittitas County,46.994555,-120.526659,"Ellensburg, WA",N
Elma Elementary School,1235 Monte-Elma Rd,Elma,WA,98541,Grays Harbor County,47.004164,-123.433935,"Aberdeen, WA",N
Elma High School,1011 West Main,Elma,WA,98541,Grays Harbor County,47.003189,-123.413652,"Aberdeen, WA",N
East Grays Harbor High School,705 West Waldrip,Elma,WA,98541,Grays Harbor County,47.002999,-123.409633,"Aberdeen, WA",N
Elma Middle School,805 West Main,Elma,WA,98541,Grays Harbor County,47.003349,-123.409739,"Aberdeen, WA",N
East Grays Harbor Open Doors,705 W Waldrip,Elma,WA,98541,Grays Harbor County,47.002999,-123.409633,"Aberdeen, WA",N
Endicott/St John Elem and Middle,308 School Drive,Endicott,WA,99125,Whitman County,46.932969,-117.690354,"Pullman, WA","Pullman-Moscow, WA-ID"
Entiat Middle and High School,2650 ENTIAT WAY,ENTIAT,WA,98822,Chelan County,47.664444,-120.225939,"Wenatchee, WA",N
Paul Rumburg Elementary,2650 ENTIAT WAY,ENTIAT,WA,98822,Chelan County,47.664433,-120.225919,"Wenatchee, WA",N
Columbia Ridge Elementary,60 H SE,EPHRATA,WA,98823,Grant County,47.317331,-119.539103,"Moses Lake, WA","Moses Lake-Othello, WA"
Ephrata High School,333 4TH AVE NW,EPHRATA,WA,98823,Grant County,47.32591,-119.551678,"Moses Lake, WA","Moses Lake-Othello, WA"
Ephrata Middle School,"384 ""A"" SE",EPHRATA,WA,98823,Grant County,47.314179,-119.549934,"Moses Lake, WA","Moses Lake-Othello, WA"
Grant Elementary,451 3RD NW,EPHRATA,WA,98823,Grant County,47.325612,-119.55422,"Moses Lake, WA","Moses Lake-Othello, WA"
Parkway School,1011 PARKWAY BLVD,EPHRATA,WA,98823,Grant County,47.312542,-119.561071,"Moses Lake, WA","Moses Lake-Othello, WA"
Grant Co Detention Ctr,303 ABLE RD,EPHRATA,WA,98823,Grant County,47.320905,-119.561256,"Moses Lake, WA","Moses Lake-Othello, WA"
Beezley Springs Elementary,501 C ST NW,EPHRATA,WA,98823,Grant County,47.327262,-119.550352,"Moses Lake, WA","Moses Lake-Othello, WA"
Sage Hills High School,35 K ST SE,Ephrata,WA,98823,Grant County,47.318047,-119.537024,"Moses Lake, WA","Moses Lake-Othello, WA"
Sage Hills Open Doors,35 K ST SE,Ephrata,WA,98823,Grant County,47.31671,-119.537731,"Moses Lake, WA","Moses Lake-Othello, WA"
Evaline Elementary School,111 SCHOOLHOUSE RD,WINLOCK,WA,98596,Lewis County,46.539207,-122.938992,"Centralia, WA","Seattle-Tacoma, WA"
Cascade High School,801 E. Casino Rd.,Everett,WA,98203,Snohomish County,47.924371,-122.222728,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Eisenhower Middle School,10200 25th Ave. SE,Everett,WA,98208,Snohomish County,47.904643,-122.199876,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Emerson Elementary School,8702 7th Avenue SE,Everett,WA,98208,Snohomish County,47.919118,-122.223491,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Everett High School,2416 Colby Ave.,Everett,WA,98201,Snohomish County,47.985232,-122.20917,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Evergreen Middle School,7621 Beverly Ln.,Everett,WA,98203,Snohomish County,47.926777,-122.226563,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Garfield Elementary School,2215 Pine Street,Everett,WA,98201,Snohomish County,47.987745,-122.19134,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
North Middle School,2514 Rainier Ave.,Everett,WA,98201,Snohomish County,47.983905,-122.199346,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Hawthorne Elementary School - Everett,1110 Poplar St.,Everett,WA,98201,Snohomish County,48.002264,-122.195462,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Jackson Elementary School,3700 Federal Ave,Everett,WA,98201,Snohomish County,47.967677,-122.218217,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Jefferson Elementary,2500 Cadet Way,Everett,WA,98208,Snohomish County,47.915973,-122.198949,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Lowell Elementary - Everett,5010 View Dr.,Everett,WA,98203,Snohomish County,47.951238,-122.201825,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Madison Elementary,616 Pecks Dr,Everett,WA,98203,Snohomish County,47.94098,-122.223634,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Monroe Elementary,10901 27th Ave. SE,Everett,WA,98208,Snohomish County,47.898932,-122.195199,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Silver Lake Elementary - Everett,12815 Bothell-Everett Hwy.,Everett,WA,98208,Snohomish County,47.881423,-122.205745,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
View Ridge Elementary,202 Alder St.,Everett,WA,98203,Snohomish County,47.952165,-122.229013,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Whittier Elementary,916 Oakes Ave.,Everett,WA,98201,Snohomish County,48.004759,-122.204627,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Gateway Middle School,15404 Silver Firs Dr,Everett,WA,98208,Snohomish County,47.853852,-122.155471,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Henry M. Jackson High School,1508 136th St. SE,Mill Creek,WA,98012,Snohomish County,47.873329,-122.208915,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sequoia High School,3516 Rucker Ave,Everett,WA,98201,Snohomish County,47.970825,-122.212088,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Woodside Elementary,17000 23rd Ave. SE,Bothell,WA,98012,Snohomish County,47.843248,-122.203575,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
