statecoursecodeid,code,name,CS_Courses
1983,03051N,Biology,no
1984,03063N,Particular Topics in Biology,no
1985,03064N,Regional Biology,no
1986,03065N,"IB Sports, Exercise, and Health Science",no
1987,03066N,PLTW Principles of Biomedical Science,no
1988,03067N,PLTW Human Body Systems,no
1989,03068N,PLTW Medical Interventions,no
1990,03097N,Biology-Independent Study,no
1991,03099N,Biology-Other,no
1992,03101N,Chemistry,no
1993,03108N,Particular Topics in Chemistry,no
1994,03147N,Chemistry-Independent Study,no
1995,03149N,Chemistry-Other,no
1996,03151N,Physics,no
1997,03153N,Principles of Technology,no
1998,03158N,Life Science,no
1999,03162N,Particular Topics in Physics,no
2000,03197N,Physics-Independent Study,no
2001,03199N,Physics-Other,no
2002,03201N,Integrated Science,no
2003,03202N,Unified Science,no
2004,03213N,"IB Sciences, Middle Years Program",no
2005,03228N,Science (early childhood education),no
2006,03229N,Science (pre-kindergarten),no
2007,03230N,Science (kindergarten),no
2008,03231N,Science (grade 1),no
2009,03232N,Science (grade 2),no
2010,03233N,Science (grade 3),no
2011,03234N,Science (grade 4),no
2012,03235N,Science (grade 5),no
2013,03236N,Science (grade 6),no
2014,03237N,Science (grade 7),no
2015,03238N,Science (grade 8),no
2016,03239N,Science-General,no
2017,03994N,Life and Physical Sciences-Proficiency Development,no
2018,03996N,Life and Physical Sciences-Supplemental,no
2019,03997N,Life and Physical Sciences-Independent Study,no
2020,03999N,Life and Physical Sciences-Other,no
2021,04001N,World Geography,no
2022,04002N,Particular Topics in Geography,no
2023,04005N,U.S. Geography,no
2024,04047N,Geography-Independent Study,no
2025,04051N,World History-Overview,no
2026,04061N,World Area Studies,no
2027,04062N,World People Studies,no
2028,04063N,Western Civilization,no
2029,04064N,Contemporary World Issues,no
2030,04097N,World History-Independent Study,no
2031,04101N,U.S. History-Comprehensive,no
2032,04105N,State-Specific Studies,no
2033,04106N,Contemporary U.S. Issues,no
2034,04107N,U.S. Ethnic Studies,no
2035,04147N,U.S. History-Independent Study,no
2036,04149N,U.S. History-Other,no
2037,04151N,U.S. Government-Comprehensive,no
2038,04161N,Civics,no
2039,04167N,Simulated Political Process,no
2040,04168N,IB Twentieth Century World History,no
2041,04171N,"IB Humanities, Middle Years Program",no
2042,04197N,"Government, Politics and Law-Independent Study",no
2043,04199N,"Government, Politics and Law-Other",no
2044,04428N,Social Studies (early childhood education),no
2045,04429N,Social Studies (pre-kindergarten),no
2046,04430N,Social Studies (kindergarten),no
2047,04431N,Social Studies (grade 1),no
2048,04432N,Social Studies (grade 2),no
2049,04433N,Social Studies (grade 3),no
2050,04434N,Social Studies (grade 4),no
2051,04435N,Social Studies (grade 5),no
2052,04436N,Social Studies (grade 6),no
2053,04437N,Social Studies (grade 7),no
2054,04438N,Social Studies (grade 8),no
2055,04439N,Social Studies-General,no
2056,04996N,Social Sciences and History-Supplemental,no
2057,04997N,Social Sciences and History-Independent Study,no
2058,04999N,Social Sciences and History-Other,no
2059,05001N,Dance Technique,no
2060,05002N,Dance Repertory,no
2061,05003N,General Dance,no
2062,05004N,Dance History and Appreciation,no
2063,05005N,Dance-Choreography,no
2064,05006N,Dance Survey,no
2065,05007N,Dance Improvisation,no
2066,05008N,World/Cultural Dance,no
2067,05009N,Technical Theater for Dance,no
2068,05010N,Social Dance,no
2069,05011N,Dance Composition/Composition Seminar,no
2070,05012N,IB Dance,no
2071,05028N,Dance (early childhood education),no
2072,05029N,Dance (pre-kindergarten),no
2073,05030N,Dance (kindergarten),no
2074,05031N,Dance (grade 1),no
2075,05032N,Dance (grade 2),no
2076,05033N,Dance (grade 3),no
2077,05034N,Dance (grade 4),no
2078,05035N,Dance (grade 5),no
2079,05036N,Dance (grade 6),no
2080,05037N,Dance (grade 7),no
2081,05038N,Dance (grade 8),no
2082,05039N,Dance-General,no
2083,05047N,Dance-Independent Study,no
2084,05049N,Dance-Other,no
2085,05051N,Introduction to Theater,no
2086,05052N,Theater Arts,no
2087,05053N,Theater-Comprehensive,no
2088,05060N,Musical Theater,no
2089,05061N,Theatrical Production and Management,no
2090,05068N,Drama (early childhood education),no
2091,05069N,Drama (pre-kindergarten),no
2092,05070N,Drama (kindergarten),no
2093,05071N,Drama (grade 1),no
2094,05072N,Drama (grade 2),no
2095,05073N,Drama (grade 3),no
2096,05074N,Drama (grade 4),no
2097,05075N,Drama (grade 5),no
2098,05076N,Drama (grade 6),no
2099,05077N,Drama (grade 7),no
2100,05078N,Drama (grade 8),no
2101,05079N,Drama-General,no
2102,05097N,Theater-Independent Study,no
2103,05099N,Theater-Other,no
2104,05101N,General Band,no
2105,05102N,Concert Band,no
2106,05103N,Marching Band,no
2107,05104N,Orchestra,no
2108,05105N,Contemporary Instrumental Ensemble,no
2109,05106N,Small Ensemble,no
2110,05110N,Chorus,no
2111,05111N,Vocal Ensemble,no
2112,05116N,Music History/Appreciation,no
2113,05118N,Music Appreciation,no
2114,05120N,Strings,no
2115,05121N,Contemporary Vocal Ensemble,no
2116,05122N,Culturally Influenced Ensemble,no
2117,05128N,Music (early childhood education),no
2118,05129N,Music (pre-kindergarten),no
2119,05130N,Music (kindergarten),no
2120,05131N,Music (grade 1),no
2121,05132N,Music (grade 2),no
2122,05133N,Music (grade 3),no
2123,05134N,Music (grade 4),no
2124,05135N,Music (grade 5),no
2125,05136N,Music (grade 6),no
2126,05137N,Music (grade 7),no
2127,05138N,Music (grade 8),no
2128,05139N,Music-General,no
2129,05147N,Music-Independent Study,no
2130,05149N,Music-Other,no
2131,05151N,Art Appreciation,no
2132,05152N,Art History,no
2133,05154N,Visual Art-Comprehensive,no
2134,05155N,Visual Arts-Drawing/Painting,no
2135,05156N,Visual Arts-Drawing,no
2136,05157N,Visual Arts-Painting,no
2137,05158N,Visual Arts-Sculpture,no
2138,05159N,Ceramics/Pottery,no
2139,05165N,Crafts,no
2140,05167N,Photography,no
2141,05168N,Cinematography/Video Production,no
2142,05178N,Art (early childhood education),no
2143,05179N,Art (pre-kindergarten),no
2144,05180N,Art (kindergarten),no
2145,05181N,Art (grade 1),no
2146,05182N,Art (grade 2),no
2147,05183N,Art (grade 3),no
2148,05184N,Art (grade 4),no
2149,05185N,Art (grade 5),no
2150,05186N,Art (grade 6),no
2151,05187N,Art (grade 7),no
2152,05188N,Art (grade 8),no
2153,05189N,Art-General,no
2154,05194N,IB Film,no
2155,05197N,Visual Art-Independent Study,no
2156,05199N,Visual Arts-Other,no
2157,05201N,Interdisciplinary Arts,no
2158,05202N,"IB Arts, Middle Years Program",no
2159,05203N,Film Appreciation and Analysis,no
2160,05997N,Visual and Performing Art-Independent Study,no
2161,05999N,Visual and Performing Art-Other,no
2162,06028N,Foreign Language (early childhood education),no
2163,06029N,Foreign Language (pre-kindergarten),no
2164,06030N,Foreign Language (kindergarten),no
2165,06031N,Foreign Language (grade 1),no
2166,06032N,Foreign Language (grade 2),no
2167,06033N,Foreign Language (grade 3),no
2168,06034N,Foreign Language (grade 4),no
2169,06035N,Foreign Language (grade 5),no
2170,06036N,Foreign Language (grade 6),no
2171,06037N,Foreign Language (grade 7),no
2172,06038N,Foreign Language (grade 8),no
2173,06039N,Foreign Language-General,no
2174,06100N,Spanish (prior-to-secondary),no
2175,06114N,"IB Language B (Spanish), Middle Years Program",no
2176,06115N,IB Language A: Language and Literature-Spanish,no
2177,06116N,IB Language Ab Initio-Spanish,no
2178,06120N,French (prior-to-secondary),no
2179,06134N,"IB Language B (French), Middle Years Program",no
2180,06135N,IB Language A: Language and Literature-French,no
2181,06136N,IB Language Ab Initio-French,no
2182,06140N,Italian (prior-to-secondary),no
2183,06153N,"IB Language B (Italian), Middle Years Program",no
2184,06154N,IB Language A: Language and Literature-Italian,no
2185,06155N,IB Language Ab Initio-Italian,no
2186,06160N,Portuguese (prior-to-secondary),no
2187,06172N,"IB Language B (Portuguese), Middle Years Program",no
2188,06173N,IB Language A: Language and Literature-Portugese,no
2189,06174N,IB Language Ab Initio-Portuguese,no
2190,06192N,IB Language A: Language and Literature-Romance/Italic Language,no
2191,06193N,IB Language Ab Initio-Romance/Italic Language,no
2192,06200N,German (prior-to-secondary),no
2193,06213N,"IB Language B (German), Middle Years Program",no
2194,06214N,IB Language A: Language and Literature-German,no
2195,06215N,IB Language Ab Initio-German,no
2196,06252N,IB Language A: Language and Literature-Germanic Language,no
2197,06253N,IB Language Ab Initio-Germanic Language,no
2198,06272N,IB Language A: Language and Literature-Celtic Language,no
2199,06273N,IB Language Ab Initio-Celtic Language,no
2200,06280N,Greek (prior-to-secondary),no
2201,06292N,IB Language A: Language and Literature-Greek,no
2202,06293N,IB Language Ab Initio-Greek,no
2203,06300N,Latin (prior-to-secondary),no
2204,06320N,Classical Greek (prior-to-secondary),no
2205,06332N,"IB Language B (Greek), Middle Years Program",no
2206,06400N,Chinese (prior-to-secondary),no
2207,06413N,"IB Language B (Chinese), Middle Years Program",no
2208,06414N,IB Language A: Language and Literature-Chinese,no
2209,06415N,IB Language Ab Initio-Chinese,no
2210,06420N,Japanese (prior-to-secondary),no
2211,06433N,"IB Language B (Japanese), Middle Years Program",no
2212,06434N,IB Language A: Language and Literature-Japanese,no
2213,06435N,IB Language Ab Initio-Japanese,no
2214,06440N,Korean (prior-to-secondary),no
2215,06452N,"IB Language B (Korean), Middle Years Program",no
2216,06453N,IB Language A: Language and Literature-Korean,no
2217,06454N,IB Language Ab Initio-Korean,no
2218,06492N,IB Language A: Language and Literature-East Asian Language,no
2219,06493N,IB Language Ab Initio-East Asian Language,no
2220,06500N,Vietnamese (prior-to-secondary),no
2221,06512N,"IB Language B (Vietnamese), Middle Years Program",no
2222,06513N,IB Language A: Language and Literature-Vietnamese,no
2223,06514N,IB Language Ab Initio-Vietnamese,no
2224,06520N,Filipino (prior-to-secondary),no
2225,06532N,"IB Language B (Filipino), Middle Years Program",no
2226,06533N,IB Language A: Language and Literature-Filipino,no
2227,06534N,IB Language Ab Initio-Filipino,no
2228,06592N,IB Language A: Language and Literature-Southeast Asian Language,no
2229,06593N,IB Language Ab Initio-Southeast Asian Language,no
2230,06600N,Russian (prior-to-secondary),no
2231,06612N,"IB Language B (Russian), Middle Years Program",no
2232,06613N,IB Language A: Language and Literature-Russian,no
2233,06614N,IB Language Ab Initio-Russian,no
2234,06652N,IB Language A: Language and Literature-Balto-Slavic Language,no
2235,06653N,IB Language Ab Initio-Balto-Slavic Language,no
2236,06672N,IB Language A: Language and Literature-Turkic/Ural-Altaic Language,no
2237,06673N,IB Language Ab Initio-Turkic/Ural-Altaic Language,no
2238,06692N,IB Language A: Language and Literature-Iranian/Persian,no
2239,06693N,IB Language Ab Initio-Iranian/Persian Language,no
2240,06700N,Hebrew (prior-to-secondary),no
2241,06713N,"IB Language B (Hebrew), Middle Years Program",no
2242,06714N,IB Language A: Language and Literature-Hebrew,no
2243,06715N,IB Language Ab Initio-Hebrew,no
2244,06720N,Arabic (prior-to-secondary),no
2245,06733N,"IB Language B (Arabic), Middle Years Program",no
2246,06734N,IB Language A: Language and Literature-Arabic,no
2247,06735N,IB Language Ab Initio-Arabic,no
2248,06760N,Swahili (prior-to-secondary),no
2249,06772N,"IB Language B (Swahili), Middle Years Program",no
2250,06773N,IB Language A: Language and Literature-Swahili,no
2251,06774N,IB Language Ab Initio-Swahili,no
2252,06792N,IB Language A: Language and Literature-Non-Semitic African Language,no
2253,06793N,IB Language Ab Initio-Non-Semitic African Language,no
2254,06800N,American Sign Language (prior-to-secondary),no
2255,06806N,"IB Language B (American Sign Language), Middle Years Program",no
2256,06820N,American Indian Language (prior-to-secondary),no
2257,06832N,"IB Language B (American Indian Language), Middle Years Program",no
2258,06833N,IB Language A: Language and Literature-American Indian Language,no
2259,06834N,IB Language Ab Initio-American Indian Language,no
2260,06852N,IB Language A: Language and Literature-Indic Language,no
2261,06853N,IB Language Ab Initio-Indic Language,no
2262,06872N,IB Language A: Language and Literature-Malayo-Polynesian Language,no
2263,06873N,IB Language Ab Initio-Malayo-Polynesian Language,no
2264,06997N,Foreign Language and Literature-Independent Study,no
2265,06999N,Foreign Language and Literature-Other,no
2266,07001N,Religious Foundations,no
2267,07005N,Scriptures,no
2268,07006N,Old Testament,no
2269,07007N,New Testament,no
2270,07008N,Bible History,no
2271,07015N,Faith and Lifestyle,no
2272,07017N,IB World Religions,no
2273,07997N,Religious Education and Theology-Independent Study,no
2274,07999N,Religious Education and Theology-Other,no
2275,08001N,Physical Education,no
2276,08002N,Team Sports,no
2277,08003N,Individual/Dual Sports,no
2278,08004N,Recreation Sports,no
2279,08005N,Fitness/Conditioning Activities,no
2280,08007N,Adapted Physical Education,no
2281,08008N,Gymnastics,no
2282,08010N,Aquatics/Water Sports,no
2283,08013N,Specific Sports Activities,no
2284,08014N,Physical Education Equivalent,no
2285,08015N,Off-Campus Sports,no
2286,08016N,Lifetime Fitness Education,no
2287,08028N,Physical Education (early childhood education),no
2288,08029N,Physical Education (pre-kindergarten),no
2289,08030N,Physical Education (kindergarten),no
2290,08031N,Physical Education (grade 1),no
2291,08032N,Physical Education (grade 2),no
2292,08033N,Physical Education (grade 3),no
2293,08034N,Physical Education (grade 4),no
2294,08035N,Physical Education (grade 5),no
2295,08036N,Physical Education (grade 6),no
2296,08037N,Physical Education (grade 7),no
2297,08038N,Physical Education (grade 8),no
2298,08039N,Physical Education-General,no
2299,08040N,"IB Physical Education, Middle Years Program",no
2300,08047N,Physical Education-Independent Study,no
2301,08049N,Physical Education-Other,no
2302,08051N,Health Education,no
2303,08052N,Health and Fitness,no
2304,08057N,Health and Life Management,no
2305,08058N,Substance Abuse Prevention,no
2306,08097N,Health Education-Independent Study,no
2307,08997N,"Physical, Health, and Safety Education-Independent Study",no
2308,08999N,"Physical, Health, and Safety Education-Other",no
2309,10001N,Introduction to Computer Technology,no
2310,10002N,Computing Systems,no
2311,10003N,Computer and Information Technology,no
2312,10004N,Computer Applications,no
2313,10008N,Particular Topics in Computer Literacy,no
2314,10009N,Internet Skills,no
2315,10010N,Computer Literacy,no
2316,10013N,PLTW Introduction to Computer Science,no
2317,10014N,PLTW Computer Science Applications,no
2318,10015N,PLTW Computer Science and Software Engineering,no
2319,10016N,PLTW Cybersecurity,no
2320,10017N,PLTW Simulation and Modeling,no
2321,10018N,PLTW Artificial Intelligence,no
2322,10049N,Computer Literacy-Other,no
2323,10201N,Web Page Design,no
2324,10202N,Computer Graphics,no
2325,10203N,Interactive Media,no
2326,10247N,Media Technology-Independent Study,no
2327,10997N,Information Technology-Independent Study,no
2328,10999N,Information Technology-Other,no
2329,11001N,Introduction to Communication,no
2330,11002N,Communication Technology,no
2331,11003N,Particular Topics in Communication,no
2332,11047N,Communication-Independent Study,no
2333,11049N,Communication-Other,no
2334,11051N,Audio/Visual Production,no
2335,11052N,Commercial Photography,no
2336,11053N,Photographic Laboratory and Darkroom,no
2337,11054N,Photo Imaging,no
2338,11055N,Video,no
2339,11056N,Particular Topics in Audio/Video Technology and Film,no
2340,11099N,Audio/Video Technology and Film-Other,no
2341,11101N,Journalism,no
2342,11102N,Photojournalism,no
2343,11103N,Broadcasting Technology,no
2344,11104N,Publication Production,no
2345,11105N,Particular Topics in Journalism and Broadcasting,no
2346,11147N,Journalism and Broadcasting-Independent Study,no
2347,11149N,Journalism and Broadcasting-Other,no
2348,11151N,Digital Media Technology,no
2349,11152N,Desktop Publishing,no
2350,11159N,Particular Topics in Printing Technology and Production,no
2351,11197N,Printing Technology-Independent Study,no
2352,11199N,Printing Technology-Other,no
2353,11997N,Communication and Audio/Video Technology-Independent Study,no
2354,11999N,Communication and Audio/Video Technology-Other,no
2355,12001N,Business/Office Career Exploration,no
2356,12005N,Keyboarding,no
2357,12006N,Word Processing,no
2358,12008N,Particular Topics in Administration,no
2359,12047N,Administration-Independent Study,no
2360,12051N,Introductory Business,no
2361,12097N,Management-Independent Study,no
2362,12101N,Banking and Finance,no
2363,12147N,Finance-Independent Study,no
2364,12151N,Marketing Career Exploration,no
2365,12152N,Marketing-Comprehensive,no
2366,12197N,Marketing-Independent Study,no
2367,12997N,Business and Marketing-Independent Study,no
2368,12999N,Business and Marketing-Other,no
2369,13001N,Exploration of Manufacturing Occupations,no
2370,13003N,Industrial Arts,no
2371,13052N,Material and Processes,no
2372,13997N,Manufacturing-Independent Study,no
2373,13999N,Manufacturing-Other,no
2374,14001N,Exploration of Health Care Occupations,no
2375,14002N,Health Care Occupations-Comprehensive,no
2376,14997N,Health Care Sciences-Independent Study,no
2377,14999N,Health Care Sciences-Other,no
2378,15001N,Exploration of Public Service Careers,no
2379,15997N,"Public, Protective, and Government Service-Independent Study",no
2380,15999N,"Public, Protective, and Government Service-Other",no
2381,16001N,Exploration of Hospitality Careers,no
2382,16997N,Hospitality and Tourism-Independent Study,no
2383,16999N,Hospitality and Tourism-Other,no
2384,17001N,Construction Careers Exploration,no
2385,17002N,Construction-Comprehensive,no
2386,17997N,Architecture and Construction-Independent study,no
2387,17999N,Architecture and Construction-Other,no
2388,18001N,Introduction to Agriculture and Natural Resources,no
2389,18002N,Agriculture-Comprehensive,no
2390,18003N,Agriculture and Natural Resources-Comprehensive,no
2391,18997N,"Agriculture, Food, and Natural Resources-Independent Study",no
2392,18999N,"Agriculture, Food, and Natural Resources-Other",no
2393,19001N,Human Services Career Exploration,no
2394,19253N,Nutrition and Wellness,no
2395,19256N,Clothing/Sewing,no
2396,19261N,Human Growth and Development,no
2397,19298N,Family and Consumer Sciences-Workplace Experience,no
2398,19997N,Human Services-Independent Study,no
2399,19999N,Human Services-Other,no
2400,20001N,"Exploration of Transportation, Distribution and Logistics",no
2401,20997N,"Transportation, Distribution and Logistics-Independent Study",no
2402,20999N,"Transportation, Distribution and Logistics-Other",no
2403,21001N,Pre-Engineering Technology,no
2404,21002N,Engineering Applications,no
2405,21003N,Engineering Technology,no
2406,21004N,Principles of Engineering,no
2407,21005N,Engineering-Comprehensive,no
2408,21006N,Engineering Design,no
2409,21009N,Robotics,no
2410,21017N,PLTW Introduction to Engineering Design,no
2411,21018N,PLTW Principles of Engineering,no
2412,21019N,PLTW Aerospace Engineering,no
2413,21020N,PLTW Biological Engineering,no
2414,21021N,PLTW Civil Engineering and Architecture,no
2415,21022N,PLTW Computer Integrated Manufacturing,no
2416,21023N,PLTW Digital Electronics,no
2417,21047N,Engineering-Independent Study,no
2418,21049N,Engineering-Other,no
2419,21051N,Technological Literacy,no
2420,21062N,"IB Technology, Middle Years Program",no
2421,21097N,Technology-Independent Study,no
2422,21102N,Drafting-General,no
2423,21147N,Drafting-Independent Study,no
2424,21997N,Engineering and Technology-Independent Study,no
2425,21999N,Engineering and Technology-Other,no
2426,22001N,Standardized Test Preparation,no
2427,22002N,State Test Preparation,no
2428,22003N,Study Skills,no
2429,22004N,Dropout Prevention Program,no
2430,22005N,Tutorial,no
2431,22006N,Study Hall,no
2432,22007N,Advancement Via Individual Determination (AVID),no
2433,22101N,Leadership,no
2434,22102N,School Orientation,no
2435,22103N,School Governance,no
2436,22104N,Community Service,no
2437,22105N,Values Clarification,no
2438,22106N,Seminar,no
2439,22107N,Peer Counseling,no
2440,22108N,"IB Creativity, Action, Service",no
2441,22109N,IB Extended Essay,no
2442,22111N,IB Approaches to Learning,no
2443,22151N,Career Exploration,no
2444,22152N,Employability Skills,no
2445,22250N,Exploratory,no
2446,22260N,"IB Personal Project, Middle Years Program",no
2447,22995N,Miscellaneous-Aide,no
2448,22999N,Miscellaneous-Other,no
2449,23001N,Early Childhood Education,no
2450,23002N,Pre-kindergarten,no
2451,23003N,Kindergarten,no
2452,23004N,Grade 1,no
2453,23005N,Grade 2,no
2454,23006N,Grade 3,no
2455,23007N,Grade 4,no
2456,23008N,Grade 5,no
2457,23009N,Grade 6,no
2458,23010N,Grade 7,no
2459,23011N,Grade 8,no
2460,23012N,Prior-to-Secondary Education,no
2461,23041N,IB Primary Years Program,no
2462,3163,AP Physics C: Electricity and Magnetism,no
2463,3164,AP Physics C: Mechanics,no
2464,3165,AP Physics 1,no
2465,3166,AP Physics 2,no
2466,5006,Dance Survey,no
2467,5007,Dance Improvisation,no
2468,5008,World/Cultural Dance,no
2469,5009,Technical Theater for Dance,no
2470,5010,Social Dance,no
2471,5011,Dance Composition/Composition Seminar,no
2472,5060,Musical Theater,no
2473,5061,Theatrical Production and Management,no
2474,5062,IB Theatre,no
2475,5120,Strings,no
2476,5121,Contemporary Vocal Ensemble,no
2477,5122,Culturally Influenced Ensemble,no
2478,5123,Recording and Production,no
2479,5124,Technology/Electronic Music,no
2480,5174,AP Studio Art-Two-Dimensional,no
2481,5175,AP Studio Art-Three-Dimensional,no
2482,5176,Calligraphy/Lettering,no
2483,5177,Animation,no
2484,5190,Fashion Design,no
2485,5191,Industrial Design,no
2486,5192,Architectural Design,no
2487,5193,Interior Design,no
2488,6152,AP Italian Language and Culture,no
2489,6412,AP Chinese Language and Culture,no
2490,6432,AP Japanese Language and Culture,no
2491,10011,Computer Science Principles,yes
2492,10012,Exploring Computer Science,yes
2493,10112,Local Area Networking,no
2494,10205,Computer Gaming and Design,yes
2495,10206,Mobile Applications,yes
2496,10301,Computer Forensics,yes
2497,10302,Cyber Crime,no
2498,11004,Social Media,no
2499,11106,Emerging Technologies in Journalism,no
2500,11107,Radio Production,no
2501,12060,Business Ethics,no
2502,12108,Cost Accounting,no
2503,12109,Income Tax Accounting,no
2504,12110,Payroll Accounting,no
2505,12111,Particular Topics in Accounting,no
2506,12168,Marketing -Commodities,no
2507,12169,Social Media Marketing,no
2508,13303,Industrial Maintenance,no
2509,14003,Medical Law and Ethics,no
2510,14156,Medical Coding and Transcription,no
2511,14157,Health Informatics and Data Management,no
2512,14255,Biomedical Innovation,no
2513,15054,Law Enforcement,no
2514,15055,Forensic Science,no
2515,15056,Crime Scene Management,no
2516,15057,Criminal Law and Procedures,no
2517,15058,Ethics in Criminal Justice,no
2518,15104,Public Safety Telecommunications,no
2519,16204,"Recreation, Amusement, and Attractions Management",no
2520,17013,Commercial Construction,no
2521,17014,Concrete Foundations,no
2522,17015,Construction Estimating,no
2523,17016,Construction Management,no
2524,17017,Particular Topics in Construction,no
2525,18004,Biological Applications in Agriculture,no
2526,18005,Particular Topics in Environmental Service Systems,no
2527,18107,Animal Nutrition,no
2528,18108,Animal Genetics,no
2529,18109,Integrated Pest Management,no
2530,18205,Agriculture Computers and Technology,no
2531,18310,Sustainable/Alternative Agriculture,no
2532,18311,Viticulture,no
2533,18406,Water Treatment,no
2534,18506,Alternative Energy,no
2535,19155,Instructional Technology,no
2536,19301,Counseling and Mental Health,no
2537,20055,Pilot Training,no
2538,20119,Hybrid Engines,no
2539,20120,Motorsports Technology,no
2540,21016,Engineering Analysis,no
2541,21057,Laser/Fiber Optics,no
2542,21058,Geospatial Technology,no
2543,21059,Modeling and Simulation Technology,no
2544,21060,Wind Energy,no
2545,21061,Wind Turbine Construction and Operation,no
2546,22110,AP Seminar,no
2547,1008,English as a Second Language,no
2548,1197,Speech-Independent Study,no
2549,1203,English-Test Preparation,no
2550,2003,Particular Topics in Foundation Math,no
2551,2124,AP Calculus AB,no
2552,2125,AP Calculus BC,no
2553,2131,IB Mathematical Studies,no
2554,2132,IB Mathematics,no
2555,2134,IB Further Mathematics-HL,no
2556,2993,Mathematics-Test Preparation,no
2557,3047,Earth Science-Independent Study,no
2558,3056,AP Biology,no
2559,3057,IB Biology,no
2560,3097,Biology-Independent Study,no
2561,3106,AP Chemistry,no
2562,3107,IB Chemistry,no
2563,3153,Principles of Technology,no
2564,3155,AP Physics B,no
2565,3156,AP Physics C,no
2566,3157,IB Physics,no
2567,3206,IB Design Technology,no
2568,3208,IB Environmental Systems and Societies,no
2569,4003,IB Geography,no
2570,4054,IB History,no
2571,4066,IB Islamic History,no
2572,4107,U.S. Ethnic Studies,no
2573,4158,AP Comparative Government and Politics,no
2574,4159,AP Government,no
2575,4205,AP Economics,no
2576,4206,IB Economics,no
2577,4253,IB Social and Cultural Anthropology,no
2578,4257,IB Psychology,no
2579,4304,IB Theory of Knowledge,no
2580,4309,IB Philosophy,no
2581,5001,Dance Technique,no
2582,5002,Dance Repertory,no
2583,5003,General Dance,no
2584,5004,Dance History and Appreciation,no
2585,5005,Dance-Choreography,no
2586,5051,Introduction to Theater,no
2587,5052,Theater Arts,no
2588,5053,Theater-Comprehensive,no
2589,5055,Theater-Acting/Performance,no
2590,5056,Theater-Stagecraft,no
2591,5057,Theater-Directing,no
2592,5058,Playwriting and Screenwriting,no
2593,5101,General Band,no
2594,5104,Orchestra,no
2595,5105,Contemporary Instrumental Ensemble,no
2596,5106,Small Ensemble,no
2597,5107,Piano,no
2598,5108,Guitar,no
2599,5109,Individual Technique-Instrumental Music,no
2600,5110,Chorus,no
2601,5111,Vocal Ensemble,no
2602,5112,Individual Technique-Vocal Music,no
2603,5115,IB Music,no
2604,5116,Music History/Appreciation,no
2605,5117,Music History,no
2606,5118,Music Appreciation,no
2607,5119,Composition/Songwriting,no
2608,5151,Art Appreciation,no
2609,5152,Art History,no
2610,5153,AP Art History,no
2611,5154,Visual Art-Comprehensive,no
2612,5155,Visual Arts-Drawing/Painting,no
2613,5156,Visual Arts-Drawing,no
2614,5157,Visual Arts-Painting,no
2615,5158,Visual Arts-Sculpture,no
2616,5159,Ceramics/Pottery,no
2617,5160,Printmaking/Graphics,no
2618,5161,Printmaking,no
2619,5162,Visual Communications Design,no
2620,5163,Advertising Design,no
2621,5164,Fibers and Textile Design,no
2622,5165,Crafts,no
2623,5166,Jewelry,no
2624,5167,Photography,no
2625,5168,Cinematography/Video Production,no
2626,5169,Multimedia Art,no
2627,5170,Art Portfolio,no
2628,5172,AP Studio Art-Drawing,no
2629,5173,IB Art/Design,no
2630,5197,Visual Art-Independent Study,no
2631,5201,Interdisciplinary Arts,no
2632,6110,IB Language A: Literature-Spanish,no
2633,6111,IB Language B-Spanish,no
2634,6112,AP Spanish Language and Culture,no
2635,6113,AP Spanish Literature and Culture,no
2636,6130,IB Language A: Literature-French,no
2637,6131,IB Language B-French,no
2638,6132,AP French Language  and Culture,no
2639,6150,IB Language A: Literature-Italian,no
2640,6151,IB Language B-Italian,no
2641,6170,IB Language A: Literature-Portugese,no
2642,6171,IB Language B-Portuguese,no
2643,6190,IB Language A: Literature-Romance/Italic Language,no
2644,6191,IB Language B-Romance/Italic Language,no
2645,6210,IB Language A: Literature-German,no
2646,6211,IB Language B-German,no
2647,6212,AP German Language and Culture,no
2648,6250,IB Language A: Literature-Germanic Language,no
2649,6251,IB Language B-Germanic Language,no
2650,6270,IB Language A: Literature-Celtic Language,no
2651,6271,IB Language B-Celtic Language,no
2652,6290,IB Language A: Literature-Greek,no
2653,6291,IB Language B: Literature-Greek,no
2654,6410,IB Language A: Literature-Chinese,no
2655,6411,IB Language B-Chinese,no
2656,6430,IB Language A: Literature-Japanese,no
2657,6431,IB Language B-Japanese,no
2658,6450,IB Language A: Literature-Korean,no
2659,6451,IB Language B-Korean,no
2660,6490,IB Language A: Literature-East Asian Language,no
2661,6491,IB Language B-East Asian Language,no
2662,6510,IB Language A: Literature-Vietnamese,no
2663,6511,IB Language B-Vietnamese,no
2664,6530,IB Language A: Literature-Filipino,no
2665,6531,IB Language B-Filipino,no
2666,6590,IB Language A: Literature-Southeast Asian Language,no
2667,6591,IB Language B-Southeast Asian Language,no
2668,6610,IB Language A: Literature-Russian,no
2669,6611,IB Language B-Russian,no
2670,6650,IB Language A: Literature-Balto-Slavic Language,no
2671,6651,IB Language B-Balto-Slavic Language,no
2672,6670,IB Language A: Literature-Turkic/Ural-Altaic Language,no
2673,6671,IB Language B-Turkic/Ural-Altaic Language,no
2674,6690,IB Language A: Literature-Iranian/Persian,no
2675,6691,IB Language B-Iranian/Persian Language,no
2676,6710,IB Language A: Literature-Hebrew,no
